"","id","customer_id","activation_time"
"43",96476401,25247770,2020-01-31 23:43:20
"44",96478184,20234595,2020-01-31 23:53:41
"45",96569128,6720150,2020-02-01 13:26:33
"46",96568909,23304828,2020-02-01 13:25:45
"47",96506573,24834883,2020-02-01 02:31:26
"48",96580650,98301,2020-02-01 14:09:48
"49",96553831,2017411,2020-02-01 12:28:29
"50",96470658,22861415,2020-01-31 23:04:16
"51",96545477,4486150,2020-02-01 11:49:43
"52",96530176,1212094,2020-02-01 09:46:21
"53",96724546,1143738,2020-02-01 21:20:17
"54",96704541,357865,2020-02-01 20:30:39
"55",96697889,379515,2020-02-01 20:17:07
"56",96607177,25882807,2020-02-01 16:05:33
"57",96739042,276804,2020-02-01 22:17:35
"58",96590111,660643,2020-02-01 14:49:04
"59",96695607,414111,2020-02-01 20:12:26
"60",96593479,11499962,2020-02-01 15:04:06
"61",96616719,20545373,2020-02-01 16:49:01
"62",96628950,386496,2020-02-01 17:34:24
"63",96525489,259488,2020-02-01 08:44:11
"64",96718047,17039829,2020-02-01 21:01:54
"65",96703571,1250133,2020-02-01 20:28:39
"66",96550345,31578526,2020-02-01 12:13:57
"67",96745386,169269,2020-02-01 22:58:47
"68",96550980,2633295,2020-02-01 12:16:43
"69",96677086,716725,2020-02-01 19:35:21
"70",96692938,5619847,2020-02-01 20:07:02
"71",96660705,11381648,2020-02-01 19:06:31
"72",96671782,31593966,2020-02-01 19:24:44
"73",96565259,24983691,2020-02-01 13:12:35
"74",96700463,1942269,2020-02-01 20:22:14
"75",96527557,16326239,2020-02-01 09:14:06
"76",96545665,30386412,2020-02-01 11:50:45
"77",96516139,24008964,2020-02-01 04:28:51
"78",96615723,673439,2020-02-01 16:42:46
"79",96583674,8146203,2020-02-01 14:21:39
"80",96478045,20749668,2020-01-31 23:52:52
"81",96473939,23213305,2020-01-31 23:27:30
"82",96563135,6640510,2020-02-01 13:04:54
"83",96723701,2164087,2020-02-01 21:17:45
"84",96617147,101178,2020-02-01 16:48:55
"85",96565428,1269654,2020-02-01 13:13:12
"86",96551916,17598371,2020-02-01 12:20:42
"87",96694899,17875768,2020-02-01 20:11:00
"88",96632636,1253197,2020-02-01 17:46:45
"89",96637295,23630219,2020-02-01 18:01:43
"90",96530834,43135,2020-02-01 09:54:03
"91",96546108,689060,2020-02-01 12:04:48
"92",96557881,15966172,2020-02-01 13:11:10
"93",96682080,356428,2020-02-01 19:45:25
"94",96706468,16075370,2020-02-01 20:34:52
"95",96528134,11408113,2020-02-01 09:21:25
"96",96705685,11301386,2020-02-01 20:33:10
"97",96561484,6642372,2020-02-01 12:58:42
"98",96704443,3126468,2020-02-01 20:30:27
"99",96563229,28980526,2020-02-01 13:05:19
"100",96520658,23565504,2020-02-01 06:45:12
"101",96588470,356428,2020-02-01 14:42:01
"102",96649702,29829545,2020-02-01 18:35:21
"103",96623946,143637,2020-02-01 17:16:02
"104",96680514,1529233,2020-02-01 19:42:17
"105",96239297,698024,2020-02-01 07:40:02
"106",96709576,1604055,2020-02-01 20:41:40
"107",96718698,28492051,2020-02-01 21:03:41
"108",96539444,1937734,2020-02-01 11:11:44
"109",96584997,622624,2020-02-01 14:27:16
"110",96694201,26504219,2020-02-01 20:09:37
"111",96686096,386095,2020-02-01 19:53:27
"112",96527683,11547,2020-02-01 09:15:44
"113",96534856,4486150,2020-02-01 10:35:03
"114",96561422,254610,2020-02-01 12:58:29
"115",96573409,26153275,2020-02-01 13:41:48
"116",96572174,3086435,2020-02-01 13:37:22
"117",96655090,6694531,2020-02-01 19:00:21
"118",96555524,1136472,2020-02-01 12:35:31
"119",96732282,1972722,2020-02-01 21:46:59
"120",96588131,974914,2020-02-01 14:40:32
"121",96575707,178945,2020-02-01 13:50:24
"122",96584207,2645588,2020-02-01 14:23:52
"123",96734147,919463,2020-02-01 21:59:06
"124",96678384,771461,2020-02-01 19:37:55
"125",96629356,156531,2020-02-01 17:35:46
"126",96694000,6577139,2020-02-01 20:09:11
"127",96699777,319549,2020-02-01 20:20:50
"128",96702478,21861475,2020-02-01 20:26:26
"129",96732808,2756045,2020-02-01 21:48:51
"130",96708531,1541162,2020-02-01 20:39:22
"131",96672366,891254,2020-02-01 19:25:54
"132",96718108,1464502,2020-02-01 21:02:03
"133",96557131,19265530,2020-02-01 12:42:03
"134",96480719,4352187,2020-02-01 00:08:18
"135",96473440,2029706,2020-01-31 23:24:15
"136",96712336,857748,2020-02-01 20:47:54
"137",96575574,455230,2020-02-01 14:09:35
"138",96676145,7011924,2020-02-01 19:33:26
"139",96684136,31271696,2020-02-01 19:49:31
"140",96733963,102947,2020-02-01 21:53:42
"141",96561614,5677872,2020-02-01 12:59:15
"142",96641085,4609108,2020-02-01 18:12:36
"143",96601167,153534,2020-02-01 15:38:18
"144",96589227,17365979,2020-02-01 14:45:08
"145",96699094,1769594,2020-02-01 20:19:33
"146",96597919,20922540,2020-02-01 15:23:39
"147",96677414,1529233,2020-02-01 19:36:00
"148",96475253,12350193,2020-01-31 23:36:13
"149",96720151,3998363,2020-02-01 21:07:43
"150",96636643,125702,2020-02-01 17:59:40
"151",96646394,12036160,2020-02-01 18:26:56
"152",96698091,2424427,2020-02-01 20:17:33
"153",96587457,29985549,2020-02-01 14:37:43
"154",96469755,24353502,2020-01-31 23:00:46
"155",96688782,18177822,2020-02-01 19:58:47
"156",96564719,989411,2020-02-01 13:10:44
"157",96555265,10041894,2020-02-01 12:34:29
"158",96607952,17039829,2020-02-01 16:08:53
"159",96644597,1182102,2020-02-01 18:22:14
"160",96654792,130034,2020-02-01 18:47:37
"161",96713580,1433111,2020-02-01 20:50:47
"162",96628424,3886527,2020-02-01 17:32:38
"163",96552912,2017411,2020-02-01 12:24:52
"164",96722243,24266893,2020-02-01 21:13:33
"165",96514704,31493298,2020-02-01 04:02:24
"166",96664662,28980542,2020-02-01 19:09:28
"167",96689373,9583686,2020-02-01 19:59:54
"168",96525629,12433531,2020-02-01 08:46:27
"169",96560439,16253501,2020-02-01 12:54:44
"170",96586141,406356,2020-02-01 14:34:19
"171",96585019,5821304,2020-02-01 14:27:22
"172",96517507,11612320,2020-02-01 05:02:46
"173",96583990,395916,2020-02-01 14:22:55
"174",96610979,1430529,2020-02-01 16:22:10
"175",96721505,18182159,2020-02-01 21:11:23
"176",96653881,6665947,2020-02-01 18:45:24
"177",96732684,24353502,2020-02-01 21:49:50
"178",96589198,31587047,2020-02-01 14:45:02
"179",96621076,30315800,2020-02-01 17:05:11
"180",96594034,30875640,2020-02-01 15:06:26
"181",96594461,24886152,2020-02-01 15:08:21
"182",96585226,1224,2020-02-01 14:34:44
"183",96480834,47617,2020-02-01 00:08:49
"184",96680444,911793,2020-02-01 19:42:08
"185",96741174,228653,2020-02-01 22:29:15
"186",96734103,1968064,2020-02-01 21:54:17
"187",96722203,1111490,2020-02-01 21:13:26
"188",96678764,3575701,2020-02-01 19:38:41
"189",96575583,13099080,2020-02-01 13:49:58
"190",96559739,233111,2020-02-01 13:23:56
"191",96665736,23606043,2020-02-01 19:11:49
"192",96565260,40307,2020-02-01 13:12:35
"193",96717729,43485,2020-02-01 21:01:08
"194",96571772,15966172,2020-02-01 13:35:50
"195",96538243,2676468,2020-02-01 11:03:39
"196",96611154,5719053,2020-02-01 16:22:53
"197",96681327,156531,2020-02-01 19:43:57
"198",96728219,1492630,2020-02-01 21:32:09
"199",96719052,4632671,2020-02-01 21:04:41
"200",96576871,8440684,2020-02-01 13:55:03
"201",96523522,4109246,2020-02-01 08:12:05
"202",96707053,42292,2020-02-01 20:36:05
"203",96719936,15966172,2020-02-01 21:07:08
"204",96565316,27808227,2020-02-01 13:12:46
"205",96491084,28420667,2020-02-01 01:01:10
"206",96588819,9252808,2020-02-01 14:43:27
"207",96733308,9768038,2020-02-01 21:50:59
"208",96515931,910427,2020-02-01 04:24:57
"209",96688767,2162965,2020-02-01 19:58:45
"210",96611972,24628251,2020-02-01 16:26:38
"211",96700498,766866,2020-02-01 20:22:19
"212",96623296,16787248,2020-02-01 17:13:32
"213",96712804,8532780,2020-02-01 20:49:03
"214",96732021,27263957,2020-02-01 21:46:02
"215",96536554,1682095,2020-02-01 10:50:22
"216",96659413,8916877,2020-02-01 18:58:15
"217",96689562,1688907,2020-02-01 20:00:17
"218",96606941,2676164,2020-02-01 16:04:34
"219",96535009,16211464,2020-02-01 10:36:33
"220",96647430,205250,2020-02-01 18:29:35
"221",96735389,26732460,2020-02-01 21:59:58
"222",96571211,19524844,2020-02-01 13:33:47
"223",96712398,23247236,2020-02-01 20:48:03
"224",96504861,3903320,2020-02-01 02:19:43
"225",96667001,30646838,2020-02-01 19:14:35
"226",96616699,1836814,2020-02-01 16:46:55
"227",96580858,3836953,2020-02-01 14:10:33
"228",96689846,245571,2020-02-01 20:00:48
"229",96690318,11628868,2020-02-01 20:01:43
"230",96606546,836398,2020-02-01 16:02:48
"231",96678838,17856031,2020-02-01 19:38:50
"232",96425858,16168282,2020-02-01 08:00:04
"233",96518112,27280329,2020-02-01 05:19:41
"234",96729659,14878,2020-02-01 21:37:26
"235",96547679,408482,2020-02-01 12:01:57
"236",96731218,28490990,2020-02-01 21:43:01
"237",96688364,26504219,2020-02-01 19:57:55
"238",96737061,1607535,2020-02-01 22:07:49
"239",96692792,4352187,2020-02-01 20:06:40
"240",96559998,9856804,2020-02-01 12:52:58
"241",96500875,31246599,2020-02-01 01:53:25
"242",96631694,21572898,2020-02-01 17:43:40
"243",96555129,2436644,2020-02-01 12:33:53
"244",96710104,20235,2020-02-01 20:42:47
"245",96524533,130034,2020-02-01 08:28:30
"246",96661463,28602310,2020-02-01 19:02:41
"247",96702282,30914363,2020-02-01 20:29:10
"248",96660203,24983691,2020-02-01 18:59:54
"249",96542618,4210916,2020-02-01 11:32:53
"250",96521446,24746124,2020-02-01 09:41:02
"251",96717674,2177810,2020-02-01 21:00:58
"252",96651090,19815853,2020-02-01 18:38:46
"253",96581032,13072143,2020-02-01 14:11:08
"254",96708113,21430250,2020-02-01 20:38:23
"255",96536153,812431,2020-02-01 10:47:03
"256",96705115,31539043,2020-02-01 20:31:52
"257",96513006,1208460,2020-02-01 03:36:55
"258",96510083,10778914,2020-02-01 03:02:50
"259",96706637,526040,2020-02-01 20:35:13
"260",96605646,31593172,2020-02-01 15:58:46
"261",96699866,657270,2020-02-01 20:21:00
"262",96667912,721561,2020-02-01 19:16:32
"263",96744155,2399965,2020-02-01 22:50:03
"264",96658128,25380723,2020-02-01 18:55:20
"265",96619746,99933,2020-02-01 16:59:48
"266",96584210,6568109,2020-02-01 14:23:54
"267",96564788,114123,2020-02-01 13:10:59
"268",96572368,156531,2020-02-01 13:38:02
"269",96742591,31576886,2020-02-01 22:38:43
"270",96689036,1611777,2020-02-01 19:59:14
"271",96554933,27507778,2020-02-01 12:33:05
"272",96700223,871827,2020-02-01 20:21:45
"273",96646384,379968,2020-02-01 18:26:54
"274",96550678,30952471,2020-02-01 12:15:29
"275",96581144,3873984,2020-02-01 14:33:53
"276",96704252,1772138,2020-02-01 20:30:02
"277",96697304,18409327,2020-02-01 20:15:54
"278",96547983,469902,2020-02-01 12:03:21
"279",96701030,30662853,2020-02-01 20:23:25
"280",96580849,7799289,2020-02-01 14:10:31
"281",96645940,156531,2020-02-01 18:25:50
"282",96504893,26277269,2020-02-01 02:19:55
"283",96696254,16005149,2020-02-01 20:13:47
"284",96624683,12915921,2020-02-01 17:18:33
"285",96694494,30526200,2020-02-01 20:10:13
"286",96516273,12561447,2020-02-01 04:31:30
"287",96472915,27507778,2020-01-31 23:20:41
"288",96614262,176849,2020-02-01 16:36:18
"289",96496571,6577139,2020-02-01 01:29:43
"290",96607164,13289577,2020-02-01 16:05:30
"291",96734226,14286260,2020-02-01 21:54:52
"292",96550867,778826,2020-02-01 12:16:16
"293",96718549,2383585,2020-02-01 21:03:15
"294",96477304,7288646,2020-01-31 23:48:58
"295",96648887,28420667,2020-02-01 18:33:21
"296",96716635,15811744,2020-02-01 20:58:17
"297",96621216,14388375,2020-02-01 17:05:45
"298",96724312,14388375,2020-02-01 21:19:33
"299",96732187,736142,2020-02-01 21:46:39
"300",96595295,27429240,2020-02-01 15:11:59
"301",96541179,1637669,2020-02-01 11:23:36
"302",96539597,88160,2020-02-01 11:12:54
"303",96716863,18017689,2020-02-01 20:58:56
"304",96618256,9756044,2020-02-01 17:24:56
"305",96605919,71573,2020-02-01 16:17:14
"306",96671256,10459390,2020-02-01 19:23:36
"307",96726006,31027710,2020-02-01 21:24:47
"308",96699286,1321398,2020-02-01 20:19:53
"309",96627496,477326,2020-02-01 17:29:01
"310",96595009,4221259,2020-02-01 15:10:46
"311",96727270,5821304,2020-02-01 21:28:55
"312",96541550,24746124,2020-02-01 11:26:05
"313",96606353,31593172,2020-02-01 16:01:57
"314",96657296,30118980,2020-02-01 18:53:32
"315",96608033,30854353,2020-02-01 16:09:12
"316",96542237,677004,2020-02-01 11:34:33
"317",96698771,50123,2020-02-01 20:47:29
"318",96554840,256025,2020-02-01 12:32:41
"319",96649391,8011855,2020-02-01 18:34:37
"320",96569575,8558635,2020-02-01 13:28:07
"321",96738037,23654821,2020-02-01 22:12:38
"322",96711918,1904577,2020-02-01 20:46:51
"323",96702040,9523011,2020-02-01 20:25:30
"324",96524092,22928555,2020-02-01 08:21:18
"325",96593373,2645588,2020-02-01 15:03:41
"326",96483951,835399,2020-02-01 00:25:14
"327",96703166,28832281,2020-02-01 20:27:51
"328",96673015,350641,2020-02-01 19:28:49
"329",96581227,1182102,2020-02-01 14:11:55
"330",96646493,29829545,2020-02-01 18:27:09
"331",96729297,899087,2020-02-01 21:36:08
"332",96568375,272551,2020-02-01 13:23:45
"333",96719176,12617819,2020-02-01 21:05:07
"334",96710486,1604055,2020-02-01 20:43:38
"335",96539850,16656907,2020-02-01 11:14:29
"336",96725089,1278008,2020-02-01 21:28:02
"337",96560594,176849,2020-02-01 12:55:16
"338",96483865,27373374,2020-02-01 00:24:47
"339",96563433,2436644,2020-02-01 13:06:03
"340",96609710,2070363,2020-02-01 16:16:46
"341",96532429,26640243,2020-02-01 10:16:33
"342",96742232,10264610,2020-02-01 22:36:13
"343",96672514,1018675,2020-02-01 19:26:11
"344",96733581,585418,2020-02-01 21:52:09
"345",96563157,373038,2020-02-01 13:05:00
"346",96473195,30662853,2020-01-31 23:22:22
"347",96602778,29599004,2020-02-01 15:45:44
"348",96532745,938885,2020-02-01 12:00:04
"349",96559750,1343454,2020-02-01 12:51:58
"350",96619162,8593676,2020-02-01 16:57:28
"351",96725861,2000106,2020-02-01 21:24:19
"352",96605112,156531,2020-02-01 15:56:20
"353",96580899,31587045,2020-02-01 14:10:44
"354",96528673,30575903,2020-02-01 09:48:22
"355",96508433,4394,2020-02-01 02:47:00
"356",96523693,285776,2020-02-01 08:14:46
"357",96566411,12617819,2020-02-01 13:16:41
"358",96691688,14918522,2020-02-01 20:04:19
"359",96663656,14833188,2020-02-01 19:07:23
"360",96712747,27560667,2020-02-01 20:48:54
"361",96641832,3485166,2020-02-01 18:14:40
"362",96528936,1173832,2020-02-01 09:31:32
"363",96528753,24994589,2020-02-01 09:44:32
"364",96541585,2164087,2020-02-01 11:26:16
"365",96689713,23846533,2020-02-01 20:00:34
"366",96526922,910359,2020-02-01 09:06:02
"367",96741455,23769823,2020-02-01 22:30:57
"368",96716046,378933,2020-02-01 20:56:37
"369",96549640,12301626,2020-02-01 12:10:54
"370",96680651,12734,2020-02-01 19:42:32
"371",96681907,747902,2020-02-01 19:45:05
"372",96558211,16075370,2020-02-01 12:46:19
"373",96486788,31563580,2020-02-01 00:40:00
"374",96515481,31012387,2020-02-01 04:16:16
"375",96686470,279628,2020-02-01 19:54:10
"376",96681855,1261,2020-02-01 19:44:59
"377",96634919,11644591,2020-02-01 17:54:05
"378",96690067,2839225,2020-02-01 20:01:13
"379",96606803,30650806,2020-02-01 16:03:59
"380",96537148,2177810,2020-02-01 10:55:11
"381",96745371,1607397,2020-02-01 22:59:10
"382",96687136,23190725,2020-02-01 19:55:28
"383",96543484,744813,2020-02-01 11:38:05
"384",96586460,156531,2020-02-01 14:33:26
"385",96629210,1207408,2020-02-01 17:53:17
"386",96565341,455230,2020-02-01 13:12:50
"387",96709288,4420317,2020-02-01 20:41:01
"388",96543802,91904,2020-02-01 11:40:00
"389",96629529,18012841,2020-02-01 17:36:20
"390",96525153,24983691,2020-02-01 08:38:54
"391",96711466,7298424,2020-02-01 20:48:17
"392",96600439,3816040,2020-02-01 15:35:05
"393",96573076,4911570,2020-02-01 13:40:33
"394",96655684,19641355,2020-02-01 18:49:36
"395",96728604,156531,2020-02-01 21:33:35
"396",96562820,519259,2020-02-01 13:03:41
"397",96553662,805653,2020-02-01 12:27:44
"398",96718426,3682,2020-02-01 21:02:53
"399",96603282,10545187,2020-02-01 15:48:02
"400",96489184,75707,2020-02-01 00:51:39
"401",96726064,8166033,2020-02-01 21:25:00
"402",96580017,28527889,2020-02-01 14:07:16
"403",96520177,14223,2020-02-01 06:27:43
"404",96721108,25940359,2020-02-01 21:10:13
"405",96710799,31617327,2020-02-01 20:44:16
"406",96570523,8558635,2020-02-01 13:31:22
"407",96631347,17800794,2020-02-01 17:42:27
"408",96669984,2633295,2020-02-01 19:20:53
"409",96667740,284911,2020-02-01 19:17:10
"410",96681455,26200540,2020-02-01 19:44:11
"411",96540395,5272888,2020-02-01 11:18:18
"412",96537213,31576886,2020-02-01 10:55:35
"413",96738723,971419,2020-02-01 22:15:58
"414",96721938,14493677,2020-02-01 21:27:13
"415",96659766,2407285,2020-02-01 18:58:57
"416",96580815,11212821,2020-02-01 14:10:26
"417",96702434,17519663,2020-02-01 20:26:19
"418",96579187,25875215,2020-02-01 14:03:57
"419",96632971,231236,2020-02-01 17:47:48
"420",96705826,4583,2020-02-01 20:33:29
"421",96504875,75651,2020-02-01 02:19:48
"422",96713554,857748,2020-02-01 20:50:44
"423",96624484,156531,2020-02-01 17:17:52
"424",96528693,14863558,2020-02-01 09:28:21
"425",96622941,91904,2020-02-01 17:12:05
"426",96670952,221633,2020-02-01 19:22:54
"427",96519471,23565504,2020-02-01 06:03:40
"428",96717689,568583,2020-02-01 21:01:00
"429",96558570,846264,2020-02-01 12:47:39
"430",96652520,6810861,2020-02-01 18:42:17
"431",96478824,24193178,2020-01-31 23:57:29
"432",96542107,142458,2020-02-01 11:29:41
"433",96588315,28588930,2020-02-01 14:41:18
"434",96512728,1657663,2020-02-01 03:32:56
"435",96680649,6852732,2020-02-01 19:42:32
"436",96602457,1014683,2020-02-01 15:44:19
"437",96660758,6581093,2020-02-01 19:01:08
"438",96723278,30575903,2020-02-01 21:16:35
"439",96532329,31283921,2020-02-01 10:10:19
"440",96691496,486137,2020-02-01 20:03:58
"441",96641953,24241298,2020-02-01 18:15:00
"442",96604333,1905008,2020-02-01 15:52:32
"443",96588427,716725,2020-02-01 14:41:50
"444",96556601,130048,2020-02-01 12:39:49
"445",96674375,785125,2020-02-01 19:29:48
"446",96555268,5862918,2020-02-01 12:34:30
"447",96532179,31196398,2020-02-01 10:08:49
"448",96702347,21861475,2020-02-01 20:26:07
"449",96538519,21430250,2020-02-01 11:05:29
"450",96715320,535840,2020-02-01 20:54:50
"451",96735059,21924832,2020-02-01 21:58:37
"452",96590432,13453502,2020-02-01 14:50:38
"453",96536248,31434495,2020-02-01 10:47:48
"454",96719242,45564,2020-02-01 21:05:17
"455",96733531,919463,2020-02-01 21:51:55
"456",96648870,583295,2020-02-01 18:33:18
"457",96686983,23276861,2020-02-01 19:55:12
"458",96624622,17800794,2020-02-01 17:27:32
"459",96576725,1142547,2020-02-01 13:54:29
"460",96652011,1637790,2020-02-01 18:41:03
"461",96561868,17571425,2020-02-01 13:00:09
"462",96709060,20713648,2020-02-01 20:40:31
"463",96699120,686125,2020-02-01 20:19:35
"464",96551944,20820012,2020-02-01 12:20:50
"465",96597416,11261630,2020-02-01 15:21:24
"466",96583425,14878,2020-02-01 14:27:54
"467",96616149,1207408,2020-02-01 16:48:04
"468",96471522,6713242,2020-01-31 23:10:41
"469",96653301,8011855,2020-02-01 18:44:04
"470",96561488,385531,2020-02-01 12:58:43
"471",96722455,30402405,2020-02-01 21:14:09
"472",96611250,7298424,2020-02-01 16:33:16
"473",96738966,1362832,2020-02-01 22:17:10
"474",96518777,6203117,2020-02-01 05:40:44
"475",96694842,156531,2020-02-01 20:11:03
"476",96513470,30460730,2020-02-01 03:43:30
"477",96563657,5677872,2020-02-01 13:06:54
"478",96718455,451598,2020-02-01 21:02:58
"479",96745412,2553168,2020-02-01 22:59:02
"480",96672431,782113,2020-02-01 19:26:01
"481",96595976,29738633,2020-02-01 15:14:57
"482",96585195,17165530,2020-02-01 14:28:04
"483",96597229,31587309,2020-02-01 15:20:33
"484",96494085,3464065,2020-02-01 01:16:48
"485",96528574,14282690,2020-02-01 09:26:50
"486",96744986,484785,2020-02-01 22:56:06
"487",96524977,25882807,2020-02-01 08:35:49
"488",96689935,36771,2020-02-01 20:00:58
"489",96721200,684759,2020-02-01 21:10:28
"490",96596152,47169,2020-02-01 15:15:43
"491",96611484,490430,2020-02-01 16:24:22
"492",96669549,413417,2020-02-01 19:19:58
"493",96561672,27824761,2020-02-01 12:59:29
"494",96558088,83881,2020-02-01 12:45:50
"495",96554778,17618840,2020-02-01 12:32:29
"496",96615508,9259711,2020-02-01 16:41:53
"497",96485036,5959075,2020-02-01 00:30:48
"498",96664136,31608583,2020-02-01 19:08:20
"499",96561584,18406741,2020-02-01 12:59:06
"500",96717618,5114975,2020-02-01 21:00:49
"501",96680589,1889035,2020-02-01 19:42:25
"502",96643446,25639575,2020-02-01 18:18:58
"503",96589819,13123078,2020-02-01 14:47:47
"504",96664791,6786547,2020-02-01 19:09:44
"505",96590003,57052,2020-02-01 14:48:39
"506",96587636,10534349,2020-02-01 14:38:30
"507",96499658,1448553,2020-02-01 01:46:26
"508",96509245,1071866,2020-02-01 02:54:40
"509",96627889,609619,2020-02-01 17:30:35
"510",96690708,3873984,2020-02-01 20:02:27
"511",96711263,28365739,2020-02-01 20:45:20
"512",96718800,10060924,2020-02-01 21:03:59
"513",96681792,6774251,2020-02-01 19:44:51
"514",96537987,349776,2020-02-01 11:01:36
"515",96609386,1448553,2020-02-01 16:15:18
"516",96519698,9971909,2020-02-01 06:10:54
"517",96660407,31334582,2020-02-01 19:00:21
"518",96724638,26236469,2020-02-01 21:20:34
"519",96500503,387474,2020-02-01 01:51:10
"520",96667065,11499962,2020-02-01 19:14:44
"521",96686823,1710725,2020-02-01 19:54:52
"522",96595470,29811885,2020-02-01 15:12:49
"523",96566525,501349,2020-02-01 13:17:04
"524",96512781,3365109,2020-02-01 03:33:44
"525",96742678,1286674,2020-02-01 22:39:21
"526",96574440,433120,2020-02-01 13:45:36
"527",96701684,13129745,2020-02-01 20:24:47
"528",96547771,31299360,2020-02-01 12:02:22
"529",96661551,18421,2020-02-01 19:02:53
"530",96703468,15924172,2020-02-01 20:28:27
"531",96559289,609619,2020-02-01 12:50:18
"532",96526400,4448659,2020-02-01 08:58:55
"533",96523547,47617,2020-02-01 08:12:35
"534",96553052,28051130,2020-02-01 12:25:27
"535",96685957,26611964,2020-02-01 19:53:11
"536",96612272,55079,2020-02-01 16:27:55
"537",96738002,1471231,2020-02-01 22:12:26
"538",96570094,23377054,2020-02-01 13:29:57
"539",96647348,26640243,2020-02-01 18:29:22
"540",96623769,62188,2020-02-01 17:15:22
"541",96635172,20820012,2020-02-01 17:54:53
"542",96636849,23630219,2020-02-01 18:06:01
"543",96565534,1515232,2020-02-01 13:13:34
"544",96476012,14445198,2020-01-31 23:40:55
"545",96537134,5886063,2020-02-01 10:55:04
"546",96658707,4420317,2020-02-01 18:56:40
"547",96521546,62188,2020-02-01 07:17:11
"548",96534024,12514635,2020-02-01 10:27:26
"549",96592228,21825903,2020-02-01 14:58:52
"550",96704344,31615382,2020-02-01 20:30:14
"551",96552676,1087316,2020-02-01 12:23:58
"552",96608156,30952471,2020-02-01 16:09:46
"553",96720989,13289577,2020-02-01 21:09:54
"554",96622601,31093619,2020-02-01 17:28:26
"555",96622845,31196398,2020-02-01 17:11:45
"556",96571101,717970,2020-02-01 13:33:22
"557",96599593,1492630,2020-02-01 15:31:11
"558",96545380,4486150,2020-02-01 11:49:14
"559",96692797,1611777,2020-02-01 20:06:41
"560",96540623,22161140,2020-02-01 11:19:47
"561",96529649,635580,2020-02-01 09:40:25
"562",96564649,728853,2020-02-01 13:10:28
"563",96697282,4109246,2020-02-01 20:15:50
"564",96687188,14272274,2020-02-01 19:55:33
"565",96590960,15924172,2020-02-01 14:53:06
"566",96675230,31271696,2020-02-01 19:32:16
"567",96719140,15210595,2020-02-01 21:05:00
"568",96602666,406356,2020-02-01 15:54:40
"569",96684690,28123458,2020-02-01 19:50:38
"570",96677956,6788885,2020-02-01 19:37:05
"571",96510644,276879,2020-02-01 03:09:26
"572",96677722,109428,2020-02-01 19:36:35
"573",96659414,2633295,2020-02-01 18:58:15
"574",96615164,22216464,2020-02-01 16:40:11
"575",96614406,17263553,2020-02-01 16:36:58
"576",96518585,28202914,2020-02-01 05:34:30
"577",96611476,17598371,2020-02-01 16:24:19
"578",96542517,2603739,2020-02-01 11:32:10
"579",96640394,9312110,2020-02-01 18:10:32
"580",96663485,31491361,2020-02-01 19:08:03
"581",96503776,28341474,2020-02-01 02:11:55
"582",96715173,13129745,2020-02-01 20:54:30
"583",96527684,5852263,2020-02-01 09:27:53
"584",96722947,5634827,2020-02-01 21:15:39
"585",96594868,268341,2020-02-01 15:10:09
"586",96638566,1571951,2020-02-01 18:05:23
"587",96560358,221633,2020-02-01 12:54:27
"588",96693827,314788,2020-02-01 20:08:48
"589",96708338,5803497,2020-02-01 20:47:01
