"","customer_id","id","activation_time"
"92",213264,7243461,2018-05-13 14:40:21
"93",38532,8998187,2018-06-24 13:12:55
"94",632112,9694914,2018-07-09 09:02:15
"95",815830,10308948,2018-07-22 18:41:44
"96",27305,10334115,2018-07-23 00:19:58
"97",1829840,11766290,2018-08-21 16:30:20
"98",359954,13117981,2018-09-11 20:05:20
"99",1419971,13878377,2018-09-23 09:48:19
"100",632112,14382410,2018-09-29 20:49:45
"101",6798171,16998407,2018-10-27 16:21:30
"102",6798171,17415924,2018-10-31 17:39:37
"103",8196091,18182795,2018-11-07 23:41:09
"104",38532,21016939,2018-12-02 21:44:36
"105",632112,22196554,2018-12-13 12:39:54
"106",1419971,22458244,2018-12-15 11:05:30
"107",6798171,23400984,2018-12-22 17:56:24
"108",265354,23873820,2018-12-27 20:49:53
"109",27305,25131790,2019-01-09 14:31:28
"110",174672,25658347,2019-01-13 19:37:24
"111",9793657,25739610,2019-01-14 14:49:53
"112",9793657,26170798,2019-01-18 14:44:45
"113",284362,27025035,2019-01-25 09:28:46
"114",284362,32791436,2019-03-06 12:16:03
"115",704507,34184639,2019-03-15 20:36:50
"116",6798171,36440017,2019-03-30 17:06:38
"117",359954,36547197,2019-03-31 01:37:38
"118",4438781,37779125,2019-04-07 18:51:40
"119",394835,38485715,2019-04-12 18:52:35
"120",11283423,38505988,2019-04-12 19:49:50
"121",4251202,45680950,2019-05-29 18:13:32
"122",174672,46118722,2019-06-01 12:50:09
"123",857770,46217168,2019-06-01 20:33:58
"124",12731547,47348972,2019-06-09 00:02:48
"125",2422549,47425229,2019-06-09 13:48:48
"126",7216105,48539313,2019-06-16 02:23:00
"127",7216105,58835880,2019-08-15 13:19:27
"128",1979383,64914514,2019-09-16 10:47:38
"129",6798171,65978514,2019-09-21 18:25:08
"130",585808,66241398,2019-09-22 18:57:29
"131",284362,66860856,2019-09-26 07:10:55
"132",24557580,68790642,2019-10-05 10:55:00
"133",3106258,71928126,2019-10-19 18:14:26
"134",7216105,74912241,2019-11-01 20:33:55
"135",8196091,75291068,2019-11-03 12:44:53
"136",12731547,75482731,2019-11-03 23:55:28
"137",1380571,81473526,2019-11-29 19:22:34
"138",1305073,83124701,2019-12-06 11:43:32
"139",213264,86882677,2019-12-20 17:55:57
"140",6798171,87728899,2019-12-23 19:17:00
"141",38532,88512668,2019-12-27 21:22:34
"142",4036265,88901194,2019-12-29 16:13:13
"143",585808,89380069,2020-01-01 12:01:40
"144",438184,89380142,2020-01-01 12:02:26
"145",949457,89380289,2020-01-01 12:03:49
"146",23697736,89380528,2020-01-01 12:05:48
"147",4395464,89380735,2020-01-01 12:07:34
"148",629371,89380887,2020-01-01 12:08:54
"149",26891171,89381008,2020-01-01 12:09:52
"150",21852139,89381353,2020-01-01 12:12:57
"151",4036265,89381407,2020-01-01 12:13:35
"152",24557580,89382743,2020-01-01 12:25:30
"153",26194626,89384022,2020-01-01 12:37:34
"154",784057,89384129,2020-01-01 12:38:22
"155",632112,89384338,2020-01-01 12:39:55
"156",3060314,89384411,2020-01-01 12:40:25
"157",11571239,89384558,2020-01-01 12:41:26
"158",1380571,89385226,2020-01-01 12:47:06
"159",11626253,89385328,2020-01-01 12:47:53
"160",5018629,89386013,2020-01-01 12:53:54
"161",4438781,89386015,2020-01-01 12:53:55
"162",29343004,89385977,2020-01-01 12:54:38
"163",36867,89386504,2020-01-01 12:57:30
"164",1419971,89387127,2020-01-01 13:02:29
"165",4373588,89387136,2020-01-01 13:02:35
"166",359954,89387881,2020-01-01 13:07:58
"167",22749012,89387970,2020-01-01 13:08:32
"168",12307756,89388441,2020-01-01 13:11:37
"169",22836222,89389467,2020-01-01 13:18:53
"170",601333,89389542,2020-01-01 13:19:21
"171",8196091,89389975,2020-01-01 13:22:08
"172",1310969,89390604,2020-01-01 13:26:32
"173",1326768,89390777,2020-01-01 13:27:39
"174",815830,89390943,2020-01-01 13:28:49
"175",265354,89391618,2020-01-01 13:33:16
"176",704507,89392537,2020-01-01 13:39:25
"177",10264073,89392847,2020-01-01 13:41:35
"178",1077008,89392935,2020-01-01 13:42:11
"179",5062561,89393136,2020-01-01 13:43:36
"180",551640,89394492,2020-01-01 13:53:13
"181",215542,89394498,2020-01-01 13:53:15
"182",142815,89394944,2020-01-01 13:57:03
"183",454878,89395577,2020-01-01 14:01:58
"184",11902859,89395965,2020-01-01 14:05:04
"185",13658415,89396062,2020-01-01 14:05:44
"186",7216105,89396168,2020-01-01 14:06:35
"187",1979383,89396889,2020-01-01 14:11:34
"188",21389703,89396988,2020-01-01 14:12:16
"189",16508989,89397633,2020-01-01 14:16:51
"190",9793657,89397749,2020-01-01 14:17:51
"191",3164052,89397969,2020-01-01 14:19:26
"192",2601996,89398116,2020-01-01 14:20:27
"193",11283423,89398212,2020-01-01 14:21:15
"194",4495120,89398342,2020-01-01 14:22:21
"195",28437303,89398369,2020-01-01 14:22:34
"196",811036,89398027,2020-01-01 14:24:15
"197",12325608,89398690,2020-01-01 14:24:49
"198",1454345,89398600,2020-01-01 14:25:00
"199",213264,89399770,2020-01-01 14:33:44
"200",1829840,89399782,2020-01-01 14:33:49
"201",621243,89399996,2020-01-01 14:35:29
"202",857770,89400747,2020-01-01 14:41:39
"203",21916256,89400881,2020-01-01 14:42:40
"204",319806,89401234,2020-01-01 14:45:06
"205",23692358,89403180,2020-01-01 14:59:45
"206",750743,89403572,2020-01-01 15:03:00
"207",4251202,89403635,2020-01-01 15:03:28
"208",16549373,89403839,2020-01-01 15:05:15
"209",10064235,89404100,2020-01-01 15:07:35
"210",21312705,89404343,2020-01-01 15:09:39
"211",27305,89404365,2020-01-01 15:09:47
"212",2328333,89404537,2020-01-01 15:11:13
"213",284362,89405269,2020-01-01 15:16:35
"214",29637874,89405623,2020-01-01 15:19:43
"215",29904407,89406827,2020-01-01 15:30:09
"216",334507,89407203,2020-01-01 15:33:34
"217",83138,89407316,2020-01-01 15:34:28
"218",2093262,89407449,2020-01-01 15:35:44
"219",16038760,89407641,2020-01-01 15:37:25
"220",38532,89408110,2020-01-01 15:41:23
"221",13742737,89408865,2020-01-01 15:48:00
"222",1379558,89409438,2020-01-01 15:53:13
"223",29868228,89409498,2020-01-01 15:53:55
"224",521806,89409677,2020-01-01 15:55:29
"225",2428117,89410232,2020-01-01 15:59:53
"226",936872,89411097,2020-01-01 16:07:09
"227",3789763,89411496,2020-01-01 16:10:44
"228",28375257,89411731,2020-01-01 16:12:49
"229",394835,89411819,2020-01-01 16:13:34
"230",1305073,89414095,2020-01-01 16:33:25
"231",174672,89413730,2020-01-01 16:33:46
"232",1889182,89414490,2020-01-01 16:37:17
"233",29607543,89414754,2020-01-01 16:39:55
"234",192366,89414862,2020-01-01 16:41:00
"235",9955387,89415189,2020-01-01 16:44:25
"236",2422549,89415751,2020-01-01 16:49:33
"237",6798171,89415782,2020-01-01 16:49:50
"238",12731547,89416946,2020-01-01 17:00:20
"239",1462923,89417006,2020-01-01 17:00:51
"240",22228408,89417113,2020-01-01 17:01:43
"241",3106258,89418086,2020-01-01 17:07:11
"242",1881091,89418821,2020-01-01 17:11:02
"243",784057,89437186,2020-01-01 18:36:05
"244",2422549,89653203,2020-01-02 19:15:16
"245",6798171,91044580,2020-01-08 23:50:15
"246",5062561,92100765,2020-01-13 11:40:28
"247",1380571,96146677,2020-01-30 19:34:04
"248",174672,98052582,2020-02-07 20:00:23
"249",27305,98707758,2020-02-10 02:32:18
"250",29343004,100155458,2020-02-16 07:04:35
"251",632112,100636120,2020-02-18 10:05:48
"252",9793657,100934847,2020-02-19 18:29:04
"253",21916256,104249674,2020-03-04 13:06:57
"254",2093262,104413812,2020-03-05 02:03:47
"255",1829840,106564340,2020-03-13 20:32:10
"256",13742737,108853836,2020-03-25 16:40:45
"257",7216105,109182946,2020-03-27 13:38:12
"258",5062561,109670872,2020-03-29 16:17:57
"259",4036265,111141777,2020-04-05 14:01:50
"260",632112,111925573,2020-04-08 22:02:43
"261",28375257,112117923,2020-04-09 18:06:40
"262",4036265,115002703,2020-04-21 14:08:21
"263",632112,115122707,2020-04-21 22:52:08
"264",29607543,119224925,2020-05-07 19:57:21
"265",174672,119341786,2020-05-08 12:06:22
"266",9793657,124886289,2020-05-27 17:02:05
"267",2422549,125118220,2020-05-28 14:51:45
"268",29343004,125155840,2020-05-28 17:02:15
"269",174672,125530777,2020-05-29 19:44:11
"270",26891171,127532178,2020-06-05 18:58:42
"271",1419971,129337555,2020-06-12 12:54:46
"272",1829840,129478991,2020-06-12 19:28:37
"273",36867,133927529,2020-06-28 20:08:27
"274",585808,134055212,2020-06-29 12:28:54
"275",16549373,137310741,2020-07-11 12:01:04
"276",21916256,139744942,2020-07-19 20:15:29
"277",16038760,142060152,2020-07-28 13:12:29
"278",632112,107578850,NA
"279",1829840,144578327,2020-08-06 19:23:37
"280",174672,1886927,2017-09-24 13:14:38
"281",601333,2291756,2017-10-25 20:29:00
"282",284362,3192012,2017-12-15 14:15:34
"283",36867,3944871,2018-01-22 20:23:41
"284",949457,4169470,2018-02-02 17:54:11
"285",601333,6341536,2018-04-18 20:58:19
"286",1077008,8989469,2018-06-24 11:12:18
"287",601333,9723989,2018-07-09 21:02:24
"288",2093262,10792210,2018-08-02 01:30:47
"289",359954,12285462,2018-08-30 12:03:05
"290",1979383,15223627,2018-10-09 17:27:30
"291",1326768,16843636,2018-10-26 01:14:35
"292",4495120,16903474,2018-10-26 18:54:38
"293",8196091,19056974,2018-11-15 23:57:51
"294",3106258,20460321,2018-11-28 14:08:16
"295",213264,22624777,2018-12-16 13:46:31
"296",629371,23684704,2018-12-25 21:02:37
"297",1419971,24560174,2019-01-04 09:39:17
"298",438184,24611036,2019-01-04 19:18:01
"299",811036,26738404,2019-01-22 19:21:36
"300",551640,26988351,2019-01-24 21:18:33
"301",284362,31084197,2019-02-22 21:07:02
"302",3164052,32297415,2019-03-02 21:07:30
"303",551640,33082094,2019-03-08 15:03:48
"304",7216105,33504251,2019-03-10 20:30:05
"305",6798171,35709087,2019-03-25 16:33:07
"306",9793657,37158354,2019-04-04 09:06:52
"307",632112,39867725,2019-04-21 19:55:22
"308",215542,40023907,2019-04-22 20:23:06
"309",4438781,40887669,2019-04-28 18:21:21
"310",1310969,41781130,2019-05-04 13:04:52
"311",585808,42002986,2019-05-05 17:51:13
"312",36867,44087406,2019-05-19 08:37:43
"313",36867,46286208,2019-06-02 09:37:30
"314",3789763,46297825,2019-06-02 11:33:00
"315",284362,47722917,2019-06-11 07:48:39
"316",5062561,48035588,2019-06-13 13:02:00
"317",1979383,54169644,2019-07-19 11:25:40
"318",213264,58906100,2019-08-15 19:28:08
"319",4251202,60174007,2019-08-23 11:37:55
"320",632112,61255821,2019-08-29 11:03:41
"321",585808,63575426,2019-09-09 20:08:54
"322",4495120,64114524,2019-09-12 19:21:09
"323",9793657,65663259,2019-09-20 12:09:49
"324",857770,66815460,2019-09-25 20:43:26
"325",83138,71067214,2019-10-15 18:18:14
"326",1310969,72409298,2019-10-21 17:19:09
"327",174672,73029625,2019-10-24 19:40:02
"328",1310969,73384962,2019-10-26 12:07:06
"329",6798171,74458430,2019-10-31 06:56:30
"330",7216105,79373036,2019-11-20 22:01:28
"331",811036,81523361,2019-11-29 21:07:25
"332",632112,83902721,2019-12-08 22:19:43
"333",632112,84186318,2019-12-10 09:14:18
"334",3106258,84245169,2019-12-10 14:52:38
"335",12731547,88670136,2019-12-28 17:04:45
"336",6798171,88695415,2019-12-28 18:35:20
"337",6798171,89742274,2020-01-03 08:12:54
"338",6798171,90073744,2020-01-04 17:55:20
"339",632112,91294736,2020-01-10 10:28:13
"340",21852139,92096986,2020-01-13 11:15:24
"341",632112,92285026,2020-01-14 10:10:45
"342",857770,98083934,2020-02-07 21:10:07
"343",632112,98743254,2020-02-10 12:11:27
"344",6798171,101426164,2020-02-21 20:01:56
"345",1979383,102299904,2020-02-25 12:36:10
"346",6798171,102965819,2020-02-28 12:40:16
"347",7216105,108997605,2020-03-26 13:41:23
"348",16549373,109922615,2020-03-30 19:56:37
"349",28375257,110481825,2020-04-02 16:54:23
"350",16038760,110735391,2020-04-03 18:20:04
"351",16038760,113118234,2020-04-13 19:08:55
"352",6798171,113313998,2020-04-14 17:36:03
"353",213264,114017174,2020-04-17 15:06:30
"354",632112,116775291,2020-04-28 15:40:53
"355",6798171,118100677,2020-05-03 14:01:08
"356",36867,119369617,2020-05-08 13:39:23
"357",12731547,120699190,2020-05-12 20:16:57
"358",23697736,123894201,2020-05-23 21:04:37
"359",1829840,125841587,2020-05-30 18:57:55
"360",811036,126737024,2020-06-02 19:19:08
"361",4438781,128449829,2020-06-08 19:49:10
"362",21916256,128546116,2020-06-09 11:30:30
"363",215542,129448606,2020-06-12 18:41:44
"364",1310969,132296582,2020-06-22 20:42:55
"365",142815,133591863,2020-06-27 19:06:33
"366",632112,133654056,2020-06-27 21:58:30
"367",6798171,134346552,2020-06-30 15:31:47
"368",6798171,135064893,2020-07-03 11:07:39
"369",6798171,135443726,2020-07-04 15:59:17
"370",632112,135963189,2020-07-06 09:38:09
"371",632112,138533624,2020-07-15 19:06:18
"372",23697736,141340241,2020-07-25 19:39:23
"373",5062561,141969676,2020-07-27 23:48:50
"374",621243,1801044,NA
"375",2601996,145383467,2020-08-09 17:31:00
"376",601333,1097033,2017-06-22 13:21:14
"377",36867,3097037,2017-12-10 00:16:42
"378",811036,5022128,2018-03-06 12:17:05
"379",857770,5857482,2018-04-03 19:48:46
"380",750743,5875051,2018-04-04 18:02:05
"381",936872,5880324,2018-04-04 19:26:13
"382",551640,8561535,2018-06-14 21:34:08
"383",632112,8570500,2018-06-15 09:51:49
"384",1310969,9198527,2018-06-28 20:42:26
"385",1310969,11286178,2018-08-12 19:24:50
"386",2422549,13560593,2018-09-18 17:00:54
"387",1310969,19533410,2018-11-19 19:37:47
"388",3106258,28740748,2019-02-06 18:37:33
"389",213264,30350432,2019-02-17 16:48:16
"390",7216105,30725667,2019-02-20 14:34:25
"391",6798171,31902614,2019-02-28 16:26:38
"392",6798171,32223688,2019-03-02 15:29:05
"393",6798171,34308097,2019-03-16 17:09:45
"394",6798171,35759586,2019-03-25 21:39:38
"395",192366,36582013,2019-03-31 11:50:57
"396",6798171,37185693,2019-04-04 14:04:19
"397",811036,37385655,2019-04-05 18:38:33
"398",7216105,37738347,2019-04-07 16:29:31
"399",4373588,38214295,2019-04-10 20:17:25
"400",7216105,41063768,2019-04-29 19:38:42
"401",10064235,41951623,2019-05-05 12:25:47
"402",4438781,47480444,2019-06-09 18:34:42
"403",284362,53367031,2019-07-14 14:47:34
"404",9793657,57507908,2019-08-07 12:57:36
"405",213264,57996585,2019-08-10 09:06:23
"406",7216105,59482284,2019-08-18 21:49:34
"407",936872,59793372,2019-08-20 20:50:05
"408",21389703,61015439,2019-08-27 19:44:58
"409",7216105,61884615,2019-09-01 12:34:24
"410",22228408,62162596,2019-09-02 18:11:28
"411",632112,62428892,2019-09-04 11:01:25
"412",585808,64422172,2019-09-14 08:47:38
"413",6798171,65506658,2019-09-19 16:15:04
"414",3164052,67746085,2019-09-30 00:35:14
"415",8196091,69666695,2019-10-09 11:45:46
"416",9793657,70813431,2019-10-14 12:39:35
"417",6798171,73278809,2019-10-25 20:42:35
"418",6798171,74470313,2019-10-31 09:59:23
"419",213264,74926703,2019-11-01 21:12:13
"420",1829840,77047759,2019-11-10 20:05:35
"421",3106258,77291223,2019-11-11 21:23:53
"422",7216105,79245079,2019-11-20 13:16:43
"423",1454345,80118805,2019-11-23 21:09:46
"424",9793657,81660699,2019-11-30 13:27:10
"425",1829840,85392168,2019-12-14 20:26:43
"426",811036,85698776,2019-12-15 20:20:24
"427",28375257,87094117,2019-12-21 13:01:58
"428",83138,87410453,2019-12-22 14:57:34
"429",38532,87495158,2019-12-22 19:34:21
"430",551640,87507409,2019-12-22 20:00:40
"431",1310969,88264926,2019-12-26 20:21:42
"432",6798171,88690180,2019-12-28 18:20:24
"433",811036,90135973,2020-01-04 20:41:26
"434",13658415,91850871,2020-01-12 12:54:09
"435",632112,92104533,2020-01-13 12:02:58
"436",632112,92936592,2020-01-17 11:05:46
"437",632112,93767434,2020-01-20 12:00:46
"438",811036,96960137,2020-02-02 19:34:54
"439",1380571,98607480,2020-02-09 19:36:51
"440",811036,99045056,2020-02-11 20:18:40
"441",7216105,99757230,2020-02-14 20:15:39
"442",949457,100871984,2020-02-19 13:30:23
"443",29607543,101461648,2020-02-21 21:19:25
"444",6798171,102138755,2020-02-24 16:20:27
"445",632112,103694587,2020-03-01 20:07:44
"446",284362,104662375,2020-03-06 08:27:44
"447",6798171,104673037,2020-03-06 10:13:32
"448",551640,104891515,2020-03-06 22:41:39
"449",29607543,105470793,2020-03-08 21:07:36
"450",21312705,112525744,2020-04-11 11:53:14
"451",10264073,115496813,2020-04-23 15:36:28
"452",632112,118872440,2020-05-06 15:08:39
"453",949457,121848985,2020-05-16 19:10:20
"454",454878,123397131,2020-05-22 14:53:24
"455",284362,124534940,2020-05-26 09:47:39
"456",6798171,124975446,2020-05-27 20:55:11
"457",174672,125396134,2020-05-29 14:36:11
"458",1419971,126163615,2020-05-31 18:34:05
"459",29343004,128671491,2020-06-09 19:04:00
"460",215542,128709046,2020-06-09 21:20:53
"461",21312705,128939633,2020-06-10 19:51:17
"462",857770,131435438,2020-06-19 21:14:06
"463",2328333,133921353,2020-06-28 19:55:35
"464",632112,136336038,2020-07-07 18:15:20
"465",585808,139019745,2020-07-17 16:37:35
"466",6798171,139856207,2020-07-20 10:56:01
"467",1829840,141040791,2020-07-24 19:31:50
"468",585808,141085418,2020-07-24 21:49:33
"469",36867,142971212,2020-07-31 19:15:28
"470",3106258,67612947,NA
"471",21916256,145106243,2020-08-08 18:14:35
"472",38532,106340,2016-06-11 15:45:16
"473",621243,1801400,2017-09-16 18:40:03
"474",36867,3409311,2017-12-26 19:00:33
"475",621243,4417826,2018-02-11 19:43:12
"476",2093262,6759377,2018-04-30 19:53:05
"477",1380571,7540779,2018-05-21 11:44:24
"478",2422549,8316689,2018-06-09 15:58:45
"479",394835,8580535,2018-06-15 14:22:06
"480",1979383,9421122,2018-07-03 12:23:58
"481",4251202,10288613,2018-07-22 12:29:18
"482",1979383,13491978,2018-09-17 10:42:45
"483",936872,13949445,2018-09-23 22:44:56
"484",621243,15025344,2018-10-07 11:29:36
"485",632112,16969379,2018-10-27 10:28:41
"486",284362,17618289,2018-11-02 13:26:11
"487",1979383,18056718,2018-11-06 18:48:11
"488",521806,25074098,2019-01-08 20:22:10
"489",1979383,27882140,2019-01-31 18:18:58
"490",284362,28302247,2019-02-03 11:27:07
"491",4373588,29565679,2019-02-12 14:24:02
"492",8196091,29716305,2019-02-13 18:37:46
"493",6798171,30095549,2019-02-15 22:12:38
"494",284362,30325260,2019-02-17 13:40:32
"495",8196091,33656644,2019-03-11 22:42:15
"496",4438781,34484093,2019-03-17 16:37:57
"497",284362,35042181,2019-03-21 16:17:50
"498",6798171,35160007,2019-03-22 13:13:40
"499",284362,35556119,2019-03-24 17:37:03
"500",284362,36237787,2019-03-29 15:18:40
"501",36867,36384135,2019-03-30 09:11:56
"502",9793657,39363204,2019-04-18 11:52:18
"503",13658415,41297595,2019-05-01 12:27:44
"504",4438781,41378629,2019-05-01 19:32:16
"505",857770,41392894,2019-05-01 20:17:27
"506",215542,42496526,2019-05-09 07:07:02
"507",284362,44672614,2019-05-23 09:04:38
"508",9793657,46748734,2019-06-05 12:43:07
"509",1310969,46783385,2019-06-05 17:41:39
"510",9793657,46934742,2019-06-06 18:16:22
"511",585808,49471209,2019-06-21 23:08:40
"512",7216105,50199302,2019-06-26 11:40:23
"513",1310969,50293724,2019-06-26 21:04:31
"514",1326768,55751787,2019-07-28 03:49:06
"515",1380571,58437762,2019-08-12 19:04:30
"516",27305,59066800,2019-08-16 18:56:09
"517",11283423,60663793,2019-08-25 19:21:46
"518",5062561,62638656,2019-09-05 15:01:14
"519",3060314,63041150,2019-09-07 13:40:19
"520",394835,67696757,2019-09-29 19:53:42
"521",23697736,73047464,2019-10-24 20:54:22
"522",23697736,73789398,2019-10-27 20:20:33
"523",1979383,74071886,2019-10-29 11:51:26
"524",8196091,75166406,2019-11-02 20:25:01
"525",632112,75708989,2019-11-05 08:45:18
"526",1979383,77563530,2019-11-13 12:13:20
"527",857770,85413685,2019-12-14 21:18:56
"528",6798171,86892865,2019-12-20 18:23:10
"529",13742737,87881116,2019-12-24 14:25:32
"530",6798171,88992506,2019-12-29 20:49:37
"531",16038760,90079278,2020-01-04 18:13:58
"532",3164052,91134094,2020-01-09 15:02:10
"533",215542,92276304,2020-01-14 08:34:38
"534",265354,93244424,2020-01-18 13:54:58
"535",215542,93994289,2020-01-21 13:53:58
"536",7216105,94272488,2020-01-22 18:50:28
"537",2601996,94304174,2020-01-22 20:23:12
"538",811036,94774721,2020-01-24 20:53:56
"539",4036265,96846998,2020-02-02 13:33:44
"540",551640,97846166,2020-02-06 22:08:38
"541",7216105,98015098,2020-02-07 18:40:01
"542",632112,98165467,2020-02-08 09:06:30
"543",36867,98489815,2020-02-09 13:31:56
"544",23697736,98501952,2020-02-09 14:14:52
"545",632112,98669140,2020-02-09 22:30:27
"546",1462923,102419627,2020-02-25 20:52:44
"547",949457,103277365,2020-02-29 14:24:27
"548",6798171,104320583,2020-03-04 18:36:55
"549",11626253,106678337,2020-03-14 12:14:02
"550",29343004,108525551,2020-03-23 18:28:50
"551",6798171,109995450,2020-03-31 11:11:25
"552",4438781,110114212,2020-03-31 19:29:07
"553",6798171,113843957,2020-04-16 19:17:36
"554",10264073,117048999,2020-04-29 17:52:50
"555",750743,117154172,2020-04-30 09:27:03
"556",6798171,118016774,2020-05-03 09:06:16
"557",2601996,118197955,2020-05-03 18:36:27
"558",601333,118565612,2020-05-05 11:18:10
"559",6798171,119135430,2020-05-07 15:41:53
"560",784057,120115928,2020-05-10 17:39:55
"561",5062561,120207599,2020-05-10 21:45:22
"562",632112,120850284,2020-05-13 15:13:36
"563",2093262,123131459,2020-05-21 15:18:08
"564",521806,124343296,2020-05-25 13:03:40
"565",3106258,125903092,2020-05-30 21:00:54
"566",4036265,128408861,2020-06-08 17:56:26
"567",949457,130558521,2020-06-16 17:48:31
"568",23697736,131576536,2020-06-20 13:59:03
"569",29343004,135656608,2020-07-05 10:17:37
"570",21852139,136485741,2020-07-08 11:46:53
"571",29343004,137613636,2020-07-12 12:12:16
"572",213264,137693247,2020-07-12 16:55:36
"573",9793657,139406059,2020-07-18 19:47:43
"574",6798171,140196143,2020-07-21 17:20:06
"575",174672,140440792,2020-07-22 17:04:43
"576",3789763,141273399,2020-07-25 17:14:55
"577",632112,142610314,2020-07-30 15:43:26
"578",6798171,143007422,2020-07-31 20:40:58
"579",36867,13079574,NA
"580",38532,91271,2016-05-21 10:28:28
"581",36867,1231391,2017-07-09 12:10:06
"582",936872,2973159,2017-12-03 20:25:23
"583",36867,3393228,2017-12-25 16:37:46
"584",36867,3486181,2017-12-31 12:41:50
"585",319806,3541088,2018-01-03 19:53:55
"586",936872,3846704,2018-01-18 20:44:32
"587",334507,5755417,2018-03-31 13:01:37
"588",2422549,6160928,2018-04-13 18:02:43
"589",215542,6894750,2018-05-04 18:05:49
"590",174672,7167159,2018-05-11 19:50:44
"591",359954,8304239,2018-06-09 11:03:29
"592",936872,8971356,2018-06-23 20:26:29
"593",1979383,12303592,2018-08-30 17:44:13
"594",27305,12329765,2018-08-30 22:40:29
